,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l2,liblinear,100.0,0.5402291234096095,0.09958922498076953,0.003500667111626987
1,l2,liblinear,100.0,0.537242078365249,0.10028341524631706,0.003837848531788793
2,l1,liblinear,10.0,0.5367920746722534,0.0911854796908645,0.03384801437114847
3,l1,liblinear,100.0,0.5354354278341775,0.08777640588390255,0.0496161806172338
4,l1,liblinear,10.0,0.5339156836955697,0.11176337342498606,0.03482868753630539
5,l1,liblinear,10.0,0.5320868622953036,0.11594895209539388,0.03231540219537143
6,l2,liblinear,100.0,0.5304618122674869,0.12767088354576334,0.003420599575700431
7,l1,liblinear,1.0,0.5183974477914548,0.13315312901601659,0.01597334598672801
8,l2,liblinear,1.0,0.4970233327875318,0.09608910845924584,0.002160286081248316
9,l1,liblinear,0.1,0.4073727198697272,0.16611348186539474,0.003508337612809806
10,l1,liblinear,0.1,0.4041015855301388,0.15581911481060495,0.0033838337865369074
11,l1,liblinear,0.01,0.0,0.0,0.0010040792925604459
12,l1,liblinear,0.01,0.0,0.0,0.0010106645781418372
13,l2,liblinear,0.01,0.0,0.0,0.0014750217569285426
14,l2,liblinear,0.01,0.0,0.0,0.0014954928694100216
