,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,10.0,0.5384904368222836,0.09180436514901857,0.04406013159916319
1,l1,liblinear,100.0,0.5372314332699747,0.09182501382074565,0.059899946738933695
2,l1,liblinear,100.0,0.5364585184865763,0.12502107665688636,0.06405197340866615
3,l1,liblinear,10.0,0.5353785808186149,0.09114924996104874,0.04518867361134496
4,l1,liblinear,10.0,0.5344700191125987,0.1045575191652297,0.041040379425574994
5,l1,liblinear,10.0,0.5313717279446685,0.08314405199352194,0.04129670406210011
6,l1,liblinear,100.0,0.5261172664780523,0.1404211001226466,0.05762898510900037
7,l2,liblinear,10.0,0.5238395725577493,0.12963342798218216,0.003059165231112776
8,l1,liblinear,1.0,0.5196892320300384,0.11408917231320077,0.01683764622129243
9,l2,liblinear,1.0,0.49533662430197684,0.1108039500609918,0.0023538326394969018
10,l1,liblinear,0.1,0.4032300346222339,0.13690438787593145,0.004047073166945885
11,l2,liblinear,0.1,0.23881558876298184,0.11671974537092666,0.0017676928947711814
12,l1,liblinear,0.01,0.0,0.0,0.0009993602489602976
13,l2,liblinear,0.01,0.0,0.0,0.0016400402989880792
14,l1,liblinear,0.01,0.0,0.0,0.001047208391386887
