,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,100.0,0.7164003593112939,0.04007424253229495,0.1151807554836931
1,l1,liblinear,10.0,0.7148678532884848,0.03917839457035211,0.08990758862988703
2,l2,liblinear,100.0,0.7140407756143303,0.046327751458475,0.00558828485423121
3,l2,liblinear,1.0,0.712691275359897,0.04369043068602777,0.003888524811843346
4,l1,liblinear,10.0,0.7123583334286969,0.0495774504939972,0.08851539677587049
5,l2,liblinear,100.0,0.7122966056431288,0.05335209526367444,0.005578690561754951
6,l2,liblinear,1.0,0.7122033739440219,0.03782579229653146,0.0038826876673205145
7,l2,liblinear,1.0,0.710449802837521,0.04868308977802481,0.0039400067822686555
8,l2,liblinear,1.0,0.7092711057922195,0.04440338586324686,0.003785306009752997
9,l1,liblinear,0.1,0.6996118610136645,0.05015496553141104,0.009154319763183594
10,l2,liblinear,0.01,0.6925402633205768,0.037586108064272025,0.002190820102033944
11,l2,liblinear,0.01,0.6923184807045452,0.037986571120494174,0.0021526977933686354
12,l2,liblinear,0.01,0.6920510901318144,0.04720172843999605,0.0021309852600097656
13,l2,liblinear,0.01,0.6919502181690205,0.051230668161050374,0.0021403246912462958
14,l1,liblinear,0.01,0.6669470142524614,0.0010300629700165404,0.0011532882164264548
