,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,10.0,0.5454251172876222,0.09023090643809745,0.03799481227480132
1,l1,liblinear,10.0,0.5443308415899292,0.11431865781882249,0.03758640947013066
2,l1,liblinear,100.0,0.5417152786239748,0.11279152887927518,0.05709306947116194
3,l1,liblinear,100.0,0.5409198586794297,0.11265025518466282,0.05450298046243602
4,l1,liblinear,100.0,0.5390959657491301,0.10716764041799057,0.05492399478780812
5,l2,liblinear,10.0,0.5320670066784708,0.11627707849016804,0.0027030994152200632
6,l1,liblinear,1.0,0.5282155374783073,0.10246502181406916,0.016312590960798592
7,l1,liblinear,1.0,0.5262917438030306,0.11292670993733403,0.015854967051538927
8,l2,liblinear,1.0,0.5059557885825211,0.1053381254187857,0.0021327035180453598
9,l2,liblinear,1.0,0.4921841602252971,0.12640857772173908,0.0021444929057154163
10,l1,liblinear,0.1,0.42068836951069877,0.10804731835235219,0.0034414159840550915
11,l1,liblinear,0.1,0.4184200245419483,0.0905200385748234,0.0035469449799636313
12,l2,liblinear,0.1,0.26092027121074535,0.11041098180889808,0.0016649016018571525
13,l2,liblinear,0.01,0.0,0.0,0.0014361759711956155
14,l1,liblinear,0.01,0.0,0.0,0.0009760445561902277
