,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,100.0,0.7181819338673724,0.03591097105729563,0.10177544889778926
1,l1,liblinear,10.0,0.7180919921645067,0.035082368687668244,0.07558298110961914
2,l2,liblinear,10.0,0.7175241384516642,0.041463750864837716,0.004225739117326407
3,l2,liblinear,100.0,0.7160392099466806,0.03203743163925056,0.005071179620150862
4,l2,liblinear,10.0,0.7154213725543198,0.048297384847279114,0.004441845005956189
5,l2,liblinear,1.0,0.7153689212886069,0.046495931333065656,0.003838752878123316
6,l1,liblinear,1.0,0.7152075012089176,0.04611304495339477,0.02981990781323663
7,l1,liblinear,10.0,0.7150214929158332,0.04564391445992697,0.07549849049798374
8,l1,liblinear,1.0,0.7146505177568526,0.037004220421685066,0.03055178708043592
9,l2,liblinear,1.0,0.7134079351276525,0.04221151170034143,0.0038995085091426455
10,l2,liblinear,1.0,0.7130235901175613,0.039815974907996855,0.003768888013116245
11,l1,liblinear,0.1,0.701125844292015,0.045134905188161566,0.009128636327283135
12,l1,liblinear,0.1,0.7002412477973337,0.05027468547508087,0.009030506528657058
13,l2,liblinear,0.01,0.6935239937417418,0.04670052664755714,0.0021881070630303747
14,l1,liblinear,0.01,0.6669470142524614,0.0010300629700165404,0.0012612260621169518
