,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l2,liblinear,100.0,0.720697075104038,0.04268103826087409,0.005678768815665409
1,l1,liblinear,10.0,0.7183336693377558,0.039871000347483865,0.07557045180222084
2,l1,liblinear,100.0,0.71810197384613,0.05457196191709281,0.09707214914519212
3,l2,liblinear,100.0,0.717211623366988,0.051426691715862165,0.005379627490865773
4,l1,liblinear,1.0,0.7169717398659634,0.03924449780685575,0.03159494235597808
5,l1,liblinear,10.0,0.7166782471520058,0.048257482379485024,0.07621999444632695
6,l2,liblinear,10.0,0.7164355750486228,0.04803891757995836,0.004512597774637157
7,l2,liblinear,10.0,0.7145552196767677,0.053052738856712287,0.004578878139627391
8,l2,liblinear,10.0,0.7142532815094611,0.047218731422843406,0.004560717220964103
9,l1,liblinear,0.1,0.7012824951610507,0.05079010221707225,0.009567852677970097
10,l1,liblinear,0.1,0.7004422195668167,0.045487595052066884,0.009877911929426521
11,l2,liblinear,0.1,0.6974789179096186,0.05450266968735389,0.0027687631804367593
12,l2,liblinear,0.01,0.6951495744739313,0.049500644487467424,0.0022002499679039263
13,l1,liblinear,0.01,0.6669487341765785,0.0014925612077978992,0.0011841099837730672
14,l1,liblinear,0.01,0.6669470142524616,0.0010300629700165406,0.0012298699082999394
