,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l2,liblinear,100.0,0.7171193478675775,0.05338793069142004,0.0055820284218623725
1,l2,liblinear,100.0,0.7168066475971043,0.04083680303843629,0.0054686891621556774
2,l2,liblinear,10.0,0.7167396888409473,0.037290582254491625,0.0044601539085651265
3,l2,liblinear,100.0,0.7166047216354989,0.04636595646279687,0.005937962696470064
4,l1,liblinear,10.0,0.7158279069852057,0.03981439529400849,0.0872768287000985
5,l2,liblinear,100.0,0.7150318262961344,0.05031228989649497,0.0054594401655526
6,l1,liblinear,0.1,0.7004850623826769,0.04211744905769048,0.009398205526943865
7,l1,liblinear,0.1,0.6990859329019269,0.045846817581848574,0.009377586430516737
8,l1,liblinear,0.1,0.6990782667281061,0.03821904033753517,0.009125742419012662
9,l1,liblinear,0.1,0.6979700740455845,0.04333092233225032,0.009574372192908978
10,l2,liblinear,0.1,0.6978184360142413,0.0430799689452794,0.0026423191202097924
11,l2,liblinear,0.1,0.6949364089371884,0.05846813711384518,0.002581464833226697
12,l2,liblinear,0.01,0.6948847412433268,0.05285647719308711,0.00213751299627896
13,l2,liblinear,0.01,0.694205909538049,0.05191976776105623,0.002214629074622845
14,l2,liblinear,0.01,0.6941465615310416,0.04582590298342732,0.002127795383847993
