,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,10.0,0.5283028560053612,0.07978754417603003,0.04287198494220602
1,l2,liblinear,100.0,0.5259594710412481,0.09277052859047302,0.004051068733478415
2,l2,liblinear,10.0,0.5244968484095607,0.10099012376665271,0.002843988352808459
3,l1,liblinear,100.0,0.5224913539102742,0.11748904138642403,0.060122909217045224
4,l2,liblinear,10.0,0.5158465461977613,0.11575474750215815,0.0027618243776518724
5,l1,liblinear,1.0,0.5071571704591855,0.12034699908545328,0.01606647721652327
6,l1,liblinear,0.1,0.4129000706240061,0.09459823176755092,0.003457036511651401
7,l1,liblinear,0.1,0.4060250997770113,0.09669192265898004,0.0034765128431649044
8,l2,liblinear,0.1,0.23363229524297308,0.13320499033140024,0.0016201857862801388
9,l2,liblinear,0.1,0.23263919302438688,0.1342713109035461,0.0016358885271795865
10,l2,liblinear,0.01,0.0,0.0,0.0014268858679409686
11,l2,liblinear,0.01,0.0,0.0,0.001428036854184907
12,l1,liblinear,0.01,0.0,0.0,0.0010054933613744274
13,l2,liblinear,0.01,0.0,0.0,0.0014446274987582502
14,l1,liblinear,0.01,0.0,0.0,0.001018688596528152
