,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l2,liblinear,100.0,0.7154858806508926,0.03931890801086203,0.005534311820720804
1,l2,liblinear,100.0,0.7152868389710004,0.05299515644863859,0.005515863155496532
2,l2,liblinear,10.0,0.7145590924335433,0.048978163994555735,0.004437627463505186
3,l1,liblinear,100.0,0.7145293781540971,0.04884361946986005,0.1028988607998552
4,l2,liblinear,1.0,0.7144353511178921,0.04927916250916375,0.0038120335546033136
5,l2,liblinear,100.0,0.7143233452088074,0.0377739432527882,0.005470267657575936
6,l2,liblinear,100.0,0.7126664521727712,0.03322516144802709,0.0055192914502374055
7,l2,liblinear,1.0,0.7110294879387785,0.04594046563318261,0.003753514125429351
8,l1,liblinear,0.1,0.7013104906584221,0.043269717023021265,0.009333906502559268
9,l1,liblinear,0.1,0.7009830546360053,0.04158049691832788,0.009131620670187062
10,l2,liblinear,0.1,0.6984945031702158,0.0462762446277519,0.002653245268196895
11,l2,liblinear,0.1,0.6981962788222099,0.04070116260906069,0.0026602087349727236
12,l2,liblinear,0.1,0.6978661720049357,0.05345156373479344,0.0026874542236328125
13,l2,liblinear,0.01,0.6943281605980913,0.04244327222770946,0.002079010009765625
14,l1,liblinear,0.01,0.666947014252462,0.0010300629700163997,0.0011738990915232692
