,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l2,liblinear,100.0,0.5430348136554513,0.1091248818464192,0.0041470281009016365
1,l1,liblinear,100.0,0.542398320807948,0.12606888528297602,0.05851920719804435
2,l1,liblinear,100.0,0.5406241343662067,0.09695945973778643,0.05904862798493484
3,l2,liblinear,10.0,0.5345803338545777,0.12058835956602072,0.002809984930630388
4,l2,liblinear,10.0,0.5284183531705239,0.09360367338959213,0.002827701897456728
5,l1,liblinear,1.0,0.523195495659638,0.09381711875198193,0.016577128706307245
6,l1,liblinear,1.0,0.522357897324164,0.12378003435503605,0.016557578382820917
7,l2,liblinear,1.0,0.4927868217894615,0.1198508845128715,0.0023027863995782262
8,l2,liblinear,1.0,0.49254117713578316,0.1171680053401339,0.0023170504076727503
9,l1,liblinear,0.1,0.40474694670523165,0.167314534587271,0.0036894370769632273
10,l2,liblinear,0.1,0.2486183087286698,0.1331711953959383,0.0017041420114451442
11,l1,liblinear,0.01,0.0,0.0,0.0010655008513351966
12,l2,liblinear,0.01,0.0,0.0,0.0014763042844575026
13,l2,liblinear,0.01,0.0,0.0,0.001448886147860823
14,l1,liblinear,0.01,0.0,0.0,0.0010748238399110991
