,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l2,liblinear,1.0,0.7187577591764327,0.05805212049745339,0.003780471867528455
1,l2,liblinear,1.0,0.7177521839688893,0.049733997382689,0.0038716299780483902
2,l1,liblinear,1.0,0.7174923771879588,0.056690031714412135,0.03295410090479357
3,l1,liblinear,10.0,0.7159929360828649,0.0462962720085416,0.06299557356998839
4,l1,liblinear,1.0,0.7159493658787938,0.04789269669410788,0.033585260654317925
5,l2,liblinear,10.0,0.7157131180923627,0.04275327563079468,0.004434766440555967
6,l1,liblinear,1.0,0.714841428058363,0.04540358381487236,0.03229123148424872
7,l2,liblinear,100.0,0.7146110856227523,0.04691481631953194,0.005287877444563241
8,l1,liblinear,10.0,0.7139323723097991,0.044074262718951825,0.06685995233469996
9,l1,liblinear,0.1,0.7006506579062306,0.043991502977270315,0.009990445498762459
10,l2,liblinear,0.01,0.6936446522153811,0.034057689485026035,0.002225563443940261
11,l2,liblinear,0.01,0.6934583046303322,0.04647493064378936,0.002203883795902647
12,l2,liblinear,0.01,0.6934536632737527,0.042329225744851956,0.002126817045540645
13,l2,liblinear,0.01,0.6930152798419585,0.04655804009846333,0.0021552299631053
14,l1,liblinear,0.01,0.6669522381213631,0.0010492566899506404,0.0012030190434949152
