,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,100.0,0.5453672173666902,0.10769485574141957,0.05707831218324859
1,l2,liblinear,10.0,0.543902680890263,0.11202940274738295,0.0030919847817256533
2,l2,liblinear,100.0,0.5418326121760014,0.11272188853052939,0.003949765501351192
3,l1,liblinear,100.0,0.5407806198480268,0.12170825870836573,0.05390223141374259
4,l2,liblinear,10.0,0.5374367539658481,0.10976906612916956,0.002798902577367322
5,l1,liblinear,10.0,0.5371052276926791,0.10804596723031962,0.04166927008793272
6,l1,liblinear,1.0,0.5320542935863796,0.1105622768872299,0.016746151036229628
7,l2,liblinear,10.0,0.5302695198894285,0.13015288530228408,0.0027811445038894126
8,l1,liblinear,1.0,0.5279126213415936,0.10861414499165385,0.016718856219587654
9,l1,liblinear,1.0,0.521759970802246,0.11338721509589696,0.016514761694546402
10,l1,liblinear,0.1,0.41559709625587354,0.12613780415771925,0.004852130495268723
11,l1,liblinear,0.1,0.4125833136234007,0.13443110253759807,0.004974652980935985
12,l1,liblinear,0.1,0.4110169300890326,0.14435789602107582,0.0036790946434284077
13,l2,liblinear,0.01,0.0,0.0,0.001484624270735116
14,l1,liblinear,0.01,0.0,0.0,0.0010423989131532866
