,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,10.0,0.5421874468052307,0.1088470039273871,0.04845740877348801
1,l2,liblinear,100.0,0.5404093320840829,0.10353074401392075,0.004773551020128974
2,l1,liblinear,10.0,0.536528987374229,0.12480069242806618,0.034861942817424905
3,l2,liblinear,100.0,0.5364431798374689,0.15128580384314003,0.004745170987885574
4,l1,liblinear,1.0,0.5196738110813224,0.10291355681288873,0.016778230667114258
5,l2,liblinear,1.0,0.4939770338795166,0.12445371702352423,0.002535269178193191
6,l1,liblinear,0.1,0.41731965051954,0.10228482599208172,0.004331218785253064
7,l1,liblinear,0.1,0.41393943295749225,0.11864471943989888,0.003618215692454371
8,l1,liblinear,0.1,0.4133426870527676,0.10150615252446883,0.003651306546967605
9,l1,liblinear,0.1,0.41215221207219893,0.12479152999244002,0.0039307084576836945
10,l2,liblinear,0.1,0.24775105609311307,0.11353376139991717,0.0027603774235166354
11,l2,liblinear,0.01,0.0,0.0,0.0019944125208361395
12,l2,liblinear,0.01,0.0,0.0,0.001456614198355839
13,l2,liblinear,0.01,0.0,0.0,0.0016349759595147494
14,l2,liblinear,0.01,0.0,0.0,0.001742996018508385
