,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,100.0,0.7162008279620872,0.04577000730886062,0.10040290602322283
1,l1,liblinear,100.0,0.715444730155438,0.035683543313325614,0.1011326970725224
2,l1,liblinear,100.0,0.7150458657827583,0.042526748168904144,0.09998768773572199
3,l2,liblinear,100.0,0.7147858754257477,0.05144254386030505,0.0054957455602185476
4,l1,liblinear,1.0,0.7143845884056578,0.04356285934603648,0.033698641020676184
5,l2,liblinear,1.0,0.7140341268072525,0.031671680223024475,0.004395805556198646
6,l1,liblinear,1.0,0.7129023202453728,0.04774148815593569,0.03312573761775576
7,l1,liblinear,1.0,0.7127199386692472,0.044438319880142914,0.034790499456997574
8,l1,liblinear,1.0,0.7126871616719113,0.04328174796698456,0.0358680692212335
9,l1,liblinear,1.0,0.7124328518536707,0.05064386271345326,0.03511102446194353
10,l1,liblinear,0.1,0.6987659927580544,0.04484258826481171,0.009407479187537884
11,l2,liblinear,0.1,0.6969758373818892,0.05270658706622236,0.0027098655700683594
12,l1,liblinear,0.1,0.6968004542121379,0.04745603169948461,0.00902775238300192
13,l2,liblinear,0.01,0.6929198706612089,0.06010136587206411,0.0021242684331433527
14,l1,liblinear,0.01,0.666947014252462,0.0010300629700163997,0.0013763329078411233
