,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,10.0,0.5358613204701276,0.10101999422036646,0.03045045096298744
1,l1,liblinear,10.0,0.5282888703070825,0.10222795693675947,0.03217651926237961
2,l1,liblinear,10.0,0.5272654974677049,0.12063306799653574,0.032237439320005216
3,l1,liblinear,100.0,0.5252845755772387,0.10882597719929546,0.05120529799625791
4,l1,liblinear,100.0,0.5250640343220057,0.08448635232650023,0.05016725638817097
5,l1,liblinear,1.0,0.5172026700628315,0.09002691632932822,0.016314802498653018
6,l1,liblinear,1.0,0.5152657590137468,0.0913005149514785,0.016066847176387393
7,l1,liblinear,1.0,0.5103708008279833,0.124727061654939,0.016254638803416287
8,l1,liblinear,0.1,0.41365168707661204,0.11579477745475057,0.0036457982556573278
9,l1,liblinear,0.1,0.4051095405647646,0.15611379531631642,0.003511987883469154
10,l2,liblinear,0.1,0.24181415783033852,0.09727192267304761,0.0016417585570236732
11,l2,liblinear,0.1,0.24125865294528007,0.12390431369079596,0.0016840819654793575
12,l2,liblinear,0.1,0.23623620859744318,0.13927787157338398,0.0016527998036351696
13,l2,liblinear,0.01,0.0,0.0,0.0015056626550082502
14,l2,liblinear,0.01,0.0,0.0,0.0015078084222201642
