,penalty,solver,C,f1_mean_score,f1_std_score,mean_time
0,l1,liblinear,100.0,0.530763782922919,0.10037328595388914,0.05404723101648791
1,l1,liblinear,10.0,0.5289709980921206,0.1233718766969858,0.03795403447644464
2,l1,liblinear,10.0,0.5280609276850763,0.11957318313616498,0.035670428440488615
3,l2,liblinear,100.0,0.5267572514248765,0.128187773358323,0.003951376882092706
4,l1,liblinear,1.0,0.5109510635236887,0.13296998148236328,0.016069864404612576
5,l1,liblinear,1.0,0.5067152219686619,0.1273944467552985,0.016211682352526433
6,l2,liblinear,1.0,0.4851711575809418,0.08477245941723609,0.002108401265637628
7,l2,liblinear,1.0,0.47840273513783216,0.11869432297472093,0.00226593017578125
8,l1,liblinear,0.1,0.40822080173515424,0.0944650359497236,0.0035266958434006265
9,l1,liblinear,0.1,0.40687455641057246,0.1186838841394851,0.003458582121750404
10,l1,liblinear,0.1,0.405751408303592,0.12273412107595023,0.003493687202190531
11,l1,liblinear,0.1,0.40475372312762764,0.13130882327865737,0.0036681191674594223
12,l2,liblinear,0.1,0.22743521501463537,0.11184185100314571,0.001569673932831863
13,l2,liblinear,0.01,0.0,0.0,0.0014246661087562297
14,l1,liblinear,0.01,0.0,0.0,0.0010311356906233162
