,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,15,manhattan,0.752035097481985,0.04949480265577259,0.0014009146854795259
1,15,manhattan,0.748779395498467,0.036852400301432144,0.0013610741187786233
2,7,minkowski,0.7476834248515069,0.05337754949026046,0.0014268694252803408
3,11,manhattan,0.7457994951380926,0.0436599187356693,0.0014167818529852506
4,7,manhattan,0.7451068172387278,0.03665619658589552,0.0013620360144253436
5,15,manhattan,0.744905121367586,0.0413690916224173,0.0014385026076744343
6,11,euclidean,0.7433169176692868,0.03638793514215475,0.0014000761097875134
7,7,euclidean,0.7428799906588908,0.04180537123070558,0.0013334915555756667
8,5,minkowski,0.7427957650561229,0.0397259150750751,0.0013907366785509833
9,21,manhattan,0.7424926803977608,0.04884953294323371,0.001368678849318932
10,5,euclidean,0.7416371492751811,0.04118569201784279,0.0013912546223607556
11,15,manhattan,0.7412351313149144,0.037037734890106325,0.0014020738930537783
12,7,manhattan,0.7397112090019003,0.036197537184150884,0.0013859107576567552
13,21,minkowski,0.7390068068728112,0.038955892240272585,0.0013741624766382679
14,21,euclidean,0.7341957257384188,0.03289922951206961,0.0013737842954438307
