,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,euclidean,0.5497770618727827,0.10873212240700737,0.0009594128049653152
1,5,manhattan,0.549538562511971,0.08807810443401312,0.0009705033795586948
2,5,minkowski,0.5494072578056284,0.10189348088305103,0.0009602184953360722
3,7,manhattan,0.5478572876981599,0.09715217574635819,0.000993917728292531
4,7,minkowski,0.5470310814774875,0.12266589028150975,0.0009733315171866581
5,7,minkowski,0.5459700959847732,0.12477164695006432,0.0009972062604180698
6,11,manhattan,0.5126751196996061,0.12387404932289002,0.0011390159870016165
7,15,euclidean,0.5125374223299535,0.1038395137644621,0.0009622820492448477
8,11,minkowski,0.5075745013226879,0.09623165791848783,0.0009847016170107085
9,15,euclidean,0.5074061540355285,0.11676174100287871,0.000999014953087116
10,11,manhattan,0.5055530318679242,0.11590158617291701,0.0009677574552338699
11,11,euclidean,0.503572550454306,0.08679624321191867,0.0009665571410080482
12,15,euclidean,0.5022888900273967,0.09638840473026396,0.0009800647867136989
13,11,euclidean,0.495916618987393,0.1136724937947465,0.0010078611045048155
14,21,manhattan,0.4931180938148617,0.08651259441800076,0.0009860910218337487
