,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,15,manhattan,0.7500479169209318,0.038468224853490156,0.0013949706636626146
1,11,manhattan,0.749626937322796,0.034767740068629725,0.0013831648333319302
2,11,minkowski,0.7450843773041811,0.047027006087840335,0.001338687436334018
3,5,euclidean,0.7448986093133392,0.03933114275637793,0.0013717371841956828
4,21,manhattan,0.7442025835770977,0.047243105131049665,0.0013791857094600283
5,7,manhattan,0.7425193712019292,0.045845419423227875,0.0016559485731453731
6,11,euclidean,0.7422290378661659,0.047166618618741066,0.0013913697209851496
7,5,euclidean,0.7414550353921782,0.04631421613514457,0.001413370000905004
8,7,euclidean,0.7407401890902986,0.0520520628223232,0.0013668619353195716
9,11,minkowski,0.7405720546294555,0.03657991750721548,0.001371728962865369
10,21,minkowski,0.7386418755368532,0.030481920015965114,0.0014223065869561557
11,5,manhattan,0.7377850015125711,0.05262415979405366,0.0014432545365958378
12,5,manhattan,0.7371669003319152,0.03985350908130923,0.001378232035143622
13,5,manhattan,0.7355532720956429,0.054868904260000385,0.0013551876462739088
14,21,minkowski,0.7311342182892527,0.051697040760811,0.0014131809103077855
