,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,7,manhattan,0.5411634540781464,0.1131059601581798,0.0009667544529355805
1,5,minkowski,0.5313645305687574,0.10993928724722694,0.0009866994002769734
2,7,minkowski,0.5274623901434172,0.11005185222330346,0.0009727971307162581
3,15,minkowski,0.518462469512367,0.11111011736632445,0.0009707089128165409
4,11,manhattan,0.517846302367827,0.09212136245322235,0.0009463491110966124
5,11,minkowski,0.5120164565786539,0.12704384505649843,0.0009504679975838497
6,11,minkowski,0.5087849026945745,0.11914960436156805,0.0009762254254571323
7,11,minkowski,0.5077984522027557,0.11776538664174802,0.0009748606846250337
8,11,euclidean,0.507083382938472,0.09509043876064148,0.0009881627970728382
9,11,euclidean,0.5069457252039973,0.11681297869516609,0.0009892480126742658
10,21,manhattan,0.5043430192830927,0.11585573396579364,0.0009837397213639885
11,11,manhattan,0.5019489517071538,0.1141813741614015,0.0009665982476596175
12,21,euclidean,0.48223455930715386,0.1284971024412641,0.0010020075173213564
13,21,euclidean,0.4791728874206836,0.10479434701077053,0.0009870118108288996
14,21,euclidean,0.47707909478139204,0.11466137279838444,0.000980155221347151
