,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,7,minkowski,0.5436149064833685,0.09143026213876593,0.0012977205473801185
1,7,euclidean,0.5357602508705248,0.09892171964944502,0.001262122187121161
2,11,euclidean,0.5036158052177364,0.09752205645441095,0.0010240406825624663
3,15,minkowski,0.5000608949295257,0.09617724254515794,0.0009802949839624866
4,11,euclidean,0.4983392008604036,0.08788989016010876,0.000989461767262426
5,11,minkowski,0.4926245987777673,0.12097193747602188,0.001209365910497205
6,21,minkowski,0.4907305686126037,0.12414326661964248,0.0010024761331492457
7,15,manhattan,0.4889374693381018,0.13419248636770106,0.0010341364761878703
8,15,manhattan,0.4880155276573427,0.1343817176320739,0.0010060688544963968
9,15,manhattan,0.4825591535443948,0.13572378129558757,0.0013959818872912176
10,15,manhattan,0.4820093948825011,0.12277988761331612,0.001010311060938342
11,11,minkowski,0.48079010076239825,0.13600498708474257,0.0010801183766332165
12,21,minkowski,0.479548812099302,0.09733721832399485,0.0015937870946423761
13,21,euclidean,0.474683774501624,0.11353480427639874,0.0009942136961838294
14,21,manhattan,0.4643494180012581,0.13264819873487038,0.0011485116235141095
