,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,15,manhattan,0.7461640816797945,0.052653633179383166,0.0015473776850207098
1,11,euclidean,0.7458119570146058,0.042056652579325046,0.0014656165550495017
2,11,minkowski,0.7427385702797996,0.045148308868137726,0.0019513656353128367
3,11,euclidean,0.7424407199969789,0.03329556945613029,0.0017817513696078595
4,5,euclidean,0.7418492856164116,0.046424622944930355,0.0015264872846932247
5,7,euclidean,0.7416068425056536,0.032783996393786145,0.0013965984870647561
6,5,manhattan,0.7405788602329715,0.04055827290227502,0.0014985018763048895
7,15,minkowski,0.7403370992628007,0.03683760050556471,0.0014228491947568696
8,7,manhattan,0.739652231285745,0.047551585380525854,0.0018033405830120218
9,21,minkowski,0.7395446735847059,0.05902278925728015,0.0015233056298617658
10,5,euclidean,0.7376299688418908,0.041399323340748265,0.0013319870521282327
11,7,manhattan,0.7375590325394191,0.045307565271104105,0.001324883822737069
12,21,minkowski,0.7372950226528517,0.0441571884255547,0.0014050500146273908
13,21,euclidean,0.7368167627574792,0.04650714021598268,0.0014011695467192552
14,21,minkowski,0.73653030033498,0.04842184649400062,0.0015033031332081761
