,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,manhattan,0.5495835364757755,0.1003807143935367,0.0011100111336543642
1,7,manhattan,0.5362010228280717,0.10299343846978164,0.001026844156199488
2,5,minkowski,0.5331029721793311,0.09455064143471448,0.001074075698852539
3,7,minkowski,0.5304324943554327,0.11620647203913752,0.0009804922958900188
4,5,euclidean,0.5173708161492521,0.11778834861766131,0.001007787112531991
5,11,minkowski,0.5105612159056588,0.1086809458115469,0.0010355916516534213
6,11,minkowski,0.5062284185024033,0.10984172073482533,0.0011796704654035896
7,11,minkowski,0.5001221248908495,0.09678021791969854,0.0010033640368231412
8,11,euclidean,0.49835784461021043,0.10680957997318692,0.0009850140275626347
9,11,euclidean,0.49729447029080176,0.10158249678807936,0.0010564656093202788
10,11,minkowski,0.4956106728542635,0.10114464894494336,0.0010037422180175781
11,15,manhattan,0.4949168307569501,0.1070145545954885,0.0009829833589751146
12,15,euclidean,0.4927209349302558,0.12373480992350724,0.0010006592191498854
13,15,manhattan,0.48894809515232046,0.10277637317184297,0.00096087620176118
14,21,manhattan,0.48709309644658183,0.09545193410371282,0.0010409930656696189
