,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,euclidean,0.7394029219860363,0.03490976012033297,0.0013250564706736598
1,11,euclidean,0.7390143394830615,0.043100115464382575,0.0013542257506271888
2,11,minkowski,0.7373137149707991,0.044911968812776246,0.0015395098719103583
3,7,euclidean,0.7371002106951647,0.04597165255005756,0.0013286491920208108
4,7,minkowski,0.7347054647980097,0.04845838896091554,0.0013232724419955549
5,7,manhattan,0.7342214693206788,0.03194131172395507,0.0015869140625
6,7,manhattan,0.7325835895822799,0.03448217952913993,0.0016074098389724206
7,15,minkowski,0.7308725010148922,0.04559718462487174,0.0015301457766828865
8,15,minkowski,0.7308339040451876,0.04646104717576331,0.001379087053496262
9,5,manhattan,0.7302619851890881,0.04389206767228138,0.0016446853506154027
10,15,minkowski,0.7293354312529672,0.04062742366778536,0.001384192499621161
11,21,euclidean,0.7264564346544454,0.05038522668474964,0.0013753710121944033
12,21,euclidean,0.7257252847155432,0.041313297211518704,0.001336327914533944
13,21,minkowski,0.725158033252824,0.037256407163331125,0.0013218912585028287
14,21,minkowski,0.7240899882938607,0.04588528219886326,0.001466134498859274
