,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,7,manhattan,0.5492438049517345,0.12149052608470742,0.001029368104605839
1,5,minkowski,0.5445757070179016,0.09583023256026987,0.0012067268634664602
2,7,manhattan,0.5444626625681656,0.12440430987465417,0.001012243073562096
3,5,minkowski,0.5372513978969418,0.08068063072141365,0.0012156963348388672
4,5,euclidean,0.535260255119046,0.12021511234462585,0.001306936658661941
5,11,manhattan,0.5283986510879967,0.09438499755162298,0.0013186356116985452
6,7,minkowski,0.522829045769563,0.09672826945721383,0.0014850682225720636
7,11,manhattan,0.5220237706900825,0.08927303121383946,0.0016171356727337014
8,11,euclidean,0.5080455660608594,0.10854989434714321,0.0011663765742860991
9,15,manhattan,0.5047083237324631,0.13520447832383134,0.0012235888119401604
10,15,euclidean,0.49985640033938167,0.1192947304175889,0.001114220454775054
11,11,euclidean,0.4980237103023006,0.0903333917982459,0.0011087943767679148
12,21,minkowski,0.4872957079489378,0.1128273510149014,0.001111803383662783
13,21,minkowski,0.48584525258511363,0.1053705693174329,0.0015082934807086814
14,21,minkowski,0.4820559513233284,0.07825453460376865,0.000997091161793676
