,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,11,minkowski,0.7457391929988073,0.03535024258468334,0.001469949196124899
1,11,euclidean,0.7446795627020761,0.03800791841982666,0.0013999856751540612
2,15,manhattan,0.7438465680083431,0.02784488443818124,0.001345568689806708
3,21,manhattan,0.7426263733755921,0.04793958120308444,0.001506484788039635
4,7,euclidean,0.7420290594492716,0.05202841315007982,0.0014375900400095973
5,5,euclidean,0.7410671705552813,0.04008967816332754,0.001466241376153354
6,11,minkowski,0.7410051165827896,0.040855253427990644,0.0015312803202661976
7,7,manhattan,0.7407492826417678,0.038842641427615066,0.0015159064325793036
8,7,minkowski,0.7402373619332889,0.0451594676187597,0.0013851215099466257
9,7,minkowski,0.739721378849482,0.039904472482166595,0.0014436162751296471
10,7,manhattan,0.738658040015789,0.04624693269593432,0.0014264172521130792
11,21,euclidean,0.735541493372942,0.03458282796065482,0.0014487710492364291
12,15,euclidean,0.7353853728314034,0.05265444201163255,0.0014015723919046335
13,5,manhattan,0.7332146742075838,0.04004324113207718,0.001494128128577923
14,15,euclidean,0.7326863102367832,0.057952147512796696,0.0014275271317054485
