,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,11,manhattan,0.747208521798624,0.0431155627346174,0.0013746721991177264
1,11,manhattan,0.7470087915660351,0.03298612151407006,0.0016096295981571592
2,7,euclidean,0.742130824357961,0.034664133859503954,0.001338958740234375
3,11,manhattan,0.7419403065112494,0.03971078819008192,0.0013849077553584658
4,11,manhattan,0.741720037811628,0.04249578370842535,0.0016388317634319436
5,21,manhattan,0.7411224546303342,0.04721254343458994,0.001353510494889884
6,7,minkowski,0.7409536962598071,0.04538811096117893,0.0014314487062651537
7,7,euclidean,0.7399913047864438,0.044181693736374955,0.001532003797333816
8,11,euclidean,0.7392981809606798,0.037415643167605414,0.0013813232553416285
9,7,euclidean,0.7391391822386321,0.052718416304590385,0.0014370309895482556
10,7,euclidean,0.7369514702808238,0.046383660578298916,0.0018161329729803677
11,15,minkowski,0.736222733614892,0.034379781170816685,0.0013961380925671808
12,7,euclidean,0.7357942266423653,0.048587597934364964,0.0013450589673272494
13,21,minkowski,0.7343427466293758,0.048572481123559205,0.0013463579375168372
14,5,manhattan,0.7291295754512103,0.04809100030789425,0.0013823427003005456
