,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,15,manhattan,0.7480661125810164,0.038819697746255606,0.0014001747657512796
1,11,manhattan,0.7476171013176811,0.039365279116891076,0.0013804435729980469
2,15,manhattan,0.7463113253180281,0.03761312150523079,0.0015247114773454338
3,11,euclidean,0.7448448636775556,0.042296297021087975,0.001324341214936355
4,15,manhattan,0.7425318471400556,0.045067153171111034,0.0013887388952847186
5,7,minkowski,0.7422924780467021,0.03982863057060031,0.0013821700523639548
6,11,minkowski,0.741308272688203,0.041953133920201474,0.0014800614324109308
7,11,minkowski,0.7403084540589441,0.037819107106523836,0.0014921221239813443
8,7,manhattan,0.7392908465234451,0.04052569132324096,0.0014000350031359442
9,15,euclidean,0.7361093990822485,0.044798542150825627,0.0013455769111370218
10,5,manhattan,0.7356744740821884,0.04120936402441228,0.0015234864991286706
11,21,euclidean,0.7351246333197599,0.05457528575195736,0.0013275146484375
12,15,euclidean,0.7336627227176217,0.046576048593266986,0.0013398877505598396
13,5,manhattan,0.7333268511964756,0.03959806766372502,0.0013998048058871564
14,21,euclidean,0.7323231162042039,0.03897474332554972,0.001761313142447636
