,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,7,manhattan,0.5371613798864192,0.09732621710647114,0.0009972309244090114
1,7,minkowski,0.5336408028241526,0.08336753266011253,0.0009824900791562837
2,5,manhattan,0.5308473017987972,0.09299996089433,0.000977211985094794
3,5,manhattan,0.5302904119175967,0.09502512097323156,0.0009767187052759632
4,7,minkowski,0.5301906637902236,0.12581103794944049,0.0009838465986580685
5,15,manhattan,0.5013182228145254,0.12390202685357954,0.0009775983876195446
6,11,euclidean,0.5011941519434367,0.11179273104306889,0.0009570039551833581
7,15,manhattan,0.49554176197956107,0.12338825392143792,0.0009728629013587689
8,21,manhattan,0.4946965763106781,0.10189510921730136,0.00098526066747205
9,21,minkowski,0.49441143052356273,0.09525858168170959,0.0009562311501338564
10,21,euclidean,0.4898387202692367,0.1251400673753153,0.00099118002529802
11,21,manhattan,0.4883993562304039,0.12942268193298176,0.0009914266652074353
12,21,manhattan,0.48834706597719857,0.08286051941578428,0.0010029694129680764
13,21,euclidean,0.4848771226526872,0.08470220235860304,0.0009884012156519397
14,21,minkowski,0.4767061423662959,0.1124445017767889,0.0009828764816810344
