,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,manhattan,0.5531967401415581,0.06976478932323595,0.0011243491337217134
1,7,minkowski,0.549451782176596,0.09079812654574874,0.0010934944810538456
2,7,manhattan,0.5447395849297142,0.09383004227732657,0.0013096908043170798
3,7,minkowski,0.5384046986040477,0.09189054915083596,0.0011072898733204808
4,7,minkowski,0.5337625994397622,0.13653877675386136,0.0011191368103027344
5,5,minkowski,0.5310714886339796,0.08096748784419107,0.0015140730759193157
6,7,minkowski,0.5288896741956389,0.11128724980700413,0.001059145763002593
7,11,minkowski,0.5033460627810238,0.09056008869639648,0.0011314441417825632
8,15,euclidean,0.5021940899921807,0.09662337248323946,0.0014330107590247844
9,15,euclidean,0.5003810521754165,0.09759410604452186,0.0010246819463269464
10,15,euclidean,0.48687080039188224,0.10559883050445662,0.00138006539180361
11,21,euclidean,0.4861799525239597,0.10557449729688839,0.001276419080536941
12,21,manhattan,0.48465380340334463,0.09594867666828259,0.0010246737249966326
13,21,manhattan,0.4820117877625123,0.10518446492225703,0.0011639101751919451
14,21,minkowski,0.4786801542226934,0.1163460583097325,0.0010047287776552398
