,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,manhattan,0.5430866480516907,0.10689938637174244,0.0011438912358777277
1,7,manhattan,0.5353411348134053,0.0944719310600177,0.0009786342752390895
2,5,manhattan,0.532311398690341,0.11420575931937263,0.00146516438188224
3,5,euclidean,0.529087355316268,0.09516261606951051,0.001095895109505489
4,5,euclidean,0.5289201174499017,0.11830658982014813,0.0011200987059494544
5,7,minkowski,0.5272241017800957,0.11028277062995723,0.001108038014379041
6,7,minkowski,0.5227911030288499,0.10491501567582655,0.0010604447331921808
7,15,manhattan,0.5011219466847726,0.11486632734167256,0.0009985052306076575
8,11,manhattan,0.5002827647249088,0.1100920153243107,0.0010662078857421875
9,11,manhattan,0.49714460199473504,0.10242782257102091,0.0010908800980140422
10,11,euclidean,0.4964155720469331,0.10008831831515991,0.002199838901388234
11,15,manhattan,0.49396650250391116,0.10085015036338649,0.001031908495672818
12,15,minkowski,0.4925525541012918,0.12458976553557163,0.0011212250282024514
13,21,euclidean,0.474506347890032,0.1374346573545643,0.0014232767039331897
14,21,euclidean,0.47159589825343173,0.10936465169984409,0.0010440185152251146
