,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,15,manhattan,0.7491223499371359,0.042680077782850843,0.0013890759698275861
1,7,euclidean,0.7402590886853296,0.04258813880421695,0.0015112284956307247
2,7,minkowski,0.7401923155832153,0.043671268427434275,0.0015800410303576239
3,7,minkowski,0.7392058464833555,0.04916737228265952,0.0013369116289862271
4,7,euclidean,0.7389161923739278,0.04572093438218046,0.0014965369783598802
5,11,manhattan,0.738653461432304,0.03867256006083208,0.001494563859084557
6,5,manhattan,0.7374989422741054,0.03742198144011077,0.0013912710650213834
7,5,manhattan,0.7352860381155797,0.0463918017553889,0.001480480720256937
8,15,euclidean,0.734786709814822,0.047367349555268876,0.0013517264662117794
9,21,minkowski,0.7342773388789562,0.0347409952589164,0.001537808056535392
10,21,minkowski,0.7328960010746408,0.036157781368193816,0.001429927760157092
11,21,euclidean,0.732029207567546,0.03709294333836756,0.0013522033033699825
12,15,euclidean,0.7309387347436931,0.050486861098008075,0.0014042032176050647
13,15,minkowski,0.730529025853297,0.04413995559267472,0.001405691278391871
14,5,manhattan,0.7303849026007947,0.049858064474835505,0.0013347247551227439
