,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,euclidean,0.7481626481380333,0.038923745446454466,0.0014925003051757812
1,15,manhattan,0.7452851045077062,0.04374059547220936,0.0014126794091586408
2,11,manhattan,0.7439410580149254,0.04651468012478342,0.001341425139328529
3,11,manhattan,0.7426932609648955,0.0405106756100836,0.0014384286157016095
4,21,euclidean,0.739904948077084,0.0435577386055795,0.001457756963269464
5,21,euclidean,0.7393932885776104,0.04176148906009937,0.0014687406605687634
6,11,euclidean,0.738922764981813,0.037676114435201864,0.0015004914382408406
7,5,manhattan,0.7376394742120893,0.04550966642695154,0.0018843371292640422
8,7,euclidean,0.737035264871576,0.04361494510483616,0.0015781419030551252
9,15,minkowski,0.7369920628063369,0.03460262455278399,0.001606151975434402
10,21,euclidean,0.7359860985027056,0.055266625469241513,0.0013634336405786976
11,21,euclidean,0.7355194532505062,0.05327305989375542,0.0017128730642384496
12,15,euclidean,0.7334070712018261,0.03840867381972433,0.0015624967114678744
13,7,manhattan,0.733321584922816,0.04676562004974957,0.0014675156823520002
14,7,euclidean,0.731700116086483,0.05107216577561278,0.0013486927953259699
