,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,11,manhattan,0.7427021869977847,0.04311546931082919,0.0013729292770911907
1,7,manhattan,0.7419989200412221,0.04428223413173068,0.0014210569447484509
2,11,minkowski,0.7418263769303821,0.04265778862447364,0.001480793130808863
3,11,minkowski,0.7418117390115216,0.040636647322856004,0.0013354564535206761
4,7,euclidean,0.7409489281696983,0.04203891597570946,0.0013696325236353382
5,5,euclidean,0.7407651570356262,0.04357051825265762,0.001434761902381634
6,11,euclidean,0.740679147256028,0.04467122729188132,0.0014868111445985991
7,21,manhattan,0.7397654741176607,0.04892012152692287,0.0014434847338446256
8,11,euclidean,0.7395540240698841,0.043223156647134324,0.0014544108818317282
9,21,manhattan,0.7389149416002587,0.0416314050216406,0.0013945020478347253
10,5,euclidean,0.7379476816721717,0.03983151994056545,0.0015083839153421335
11,5,manhattan,0.7367197180029935,0.05207087154255913,0.001418582324323983
12,21,minkowski,0.7334309517142811,0.0492560168102498,0.0013916328035551927
13,21,minkowski,0.7329707210054358,0.04441409891714475,0.0014684200286865234
14,21,minkowski,0.7312323039111436,0.03978111033601987,0.0014111337990596376
