,n_neighbors,metric,f1_mean_score,f1_std_score,mean_time
0,5,manhattan,0.5565086131141397,0.10007032227524192,0.0009586564425764413
1,7,euclidean,0.5408284997417148,0.13119070280126435,0.000989617972538389
2,7,minkowski,0.5365522226475519,0.11103844106597313,0.0009597334368475552
3,7,euclidean,0.5327369695831258,0.085168542945423,0.0010655995072989628
4,11,manhattan,0.5047011609822567,0.09734455709230157,0.0009805827305234712
5,11,euclidean,0.49811777721563055,0.10643618751139156,0.0009764638440362338
6,15,euclidean,0.4897472271263224,0.13899901421274824,0.0009704129449252425
7,15,manhattan,0.48350077740509223,0.14797675624917897,0.0009785931685875203
8,21,manhattan,0.47920448767610363,0.11477780095031309,0.0009670257568359375
9,21,manhattan,0.4750884214148281,0.11812265499140974,0.0009697141318485655
10,21,manhattan,0.47314531875857174,0.1170023543470653,0.0009524246741985453
11,21,minkowski,0.47267556090538404,0.08411013006653537,0.0009833533188392375
12,21,manhattan,0.4694584125693407,0.1281734761233212,0.0009943123521475956
13,21,manhattan,0.4665568464249206,0.13147725320588663,0.0009864692030281856
14,21,euclidean,0.4648219041696515,0.11966082259609256,0.0009475823106436894
