,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,200,entropy,0.6108306893893428,0.11687841682935242,0.6295877900616876
1,100,entropy,0.6035175511344721,0.09283689733414766,0.3177695356566331
2,50,log_loss,0.6006414089238649,0.11453108837361146,0.15712197895707755
3,200,entropy,0.6002218515107309,0.09750884057243327,0.6404806581036798
4,300,log_loss,0.5981359636450849,0.1122174848027946,0.9386403067358609
5,100,log_loss,0.5962193463072926,0.10946642103889534,0.31606821356148557
6,50,gini,0.5935149481174303,0.1147317023362076,0.13973146471483955
7,300,log_loss,0.59222054127327,0.10736401030811052,0.9493852977094979
8,100,gini,0.5905607113907079,0.10468552493402793,0.27924145501235437
9,50,gini,0.5889947913491547,0.10960703072606585,0.14069229980994916
10,100,log_loss,0.5882392147245878,0.09754554764010569,0.3148077520830878
11,50,log_loss,0.5849833573542847,0.11777620247472131,0.15484867424800478
12,100,entropy,0.5837489685278888,0.12787590406358956,0.31208016132486277
13,50,entropy,0.5826156160140147,0.11273631452516451,0.15913095967522983
14,100,gini,0.5694407866638815,0.11738066966970852,0.30286298127009953
