,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,log_loss,0.5972769135838957,0.08010339017290505,0.9298293919398867
1,100,log_loss,0.5945103450933146,0.06717134197289719,0.31104889409295444
2,100,log_loss,0.5933873358863456,0.11152525676942382,0.3095370654402108
3,50,entropy,0.5907881554757046,0.08791324819617428,0.1546936117369553
4,100,gini,0.587952449280236,0.11381987624108354,0.2745356970819934
5,200,gini,0.5878291166332057,0.10576506593584527,0.5519648913679451
6,50,log_loss,0.5875214149893592,0.07958730617643622,0.15409616766304807
7,300,log_loss,0.5863086321588831,0.1124142330049412,0.9295046165071684
8,100,gini,0.5845889785384571,0.10756008172909275,0.27316221697577114
9,300,log_loss,0.5816820556438044,0.10016164794505374,0.9325515730627651
10,100,entropy,0.5808620819224459,0.11164115342809292,0.30968492606590536
11,200,entropy,0.580665871139453,0.09162364941660711,0.6188463835880674
12,50,entropy,0.5780443220838718,0.11472927345108323,0.15689701047436944
13,100,entropy,0.57766230678803,0.09895579318620941,0.3085846161020213
14,200,log_loss,0.5715891219965453,0.11984929583553278,0.6240281236582789
