,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,entropy,0.8101093342926385,0.03455013262330236,1.3613285114025246
1,200,entropy,0.8089756791491579,0.03805030115743656,0.9295603242413751
2,50,log_loss,0.808903391958051,0.03717551815951362,0.2248887686893858
3,300,gini,0.8084949649408169,0.044807447435538585,1.1774770473611766
4,300,gini,0.8078633387243381,0.03573831327861531,1.169710085309785
5,200,gini,0.8058129723783302,0.05019750236763913,0.7786964383618585
6,50,entropy,0.8056120755578535,0.03977920957969851,0.22498887982861748
7,50,gini,0.8050766609626109,0.03599233302892191,0.1955256544310471
8,100,entropy,0.8045092807550673,0.04148930067128235,0.4556029171779238
9,100,gini,0.804493488782618,0.03813204544021613,0.3897475703009244
10,100,entropy,0.8027788370067592,0.033278527203302696,0.4544750739788187
11,300,entropy,0.8022082260628096,0.03706321657341456,1.3534635346511315
12,50,log_loss,0.8013914635483764,0.0376092259950729,0.22620024352238097
13,200,gini,0.8006158097592836,0.03985394819026091,0.7793430706550335
14,200,log_loss,0.8003266306611725,0.038350146038138126,0.9013344748266812
