,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,100,log_loss,0.8106280600867328,0.05007637769092459,0.4579792433771594
1,100,gini,0.8068860861371797,0.03408847901366449,0.38952044782967404
2,100,entropy,0.8066219353554838,0.03955129188329947,0.45443408242587385
3,50,log_loss,0.8065519579659318,0.033224261717054,0.22719818148119697
4,300,entropy,0.8064077278680526,0.03934726279115825,1.3666930280882736
5,300,log_loss,0.8049381793549819,0.04253731291925699,1.3757184538347969
6,50,log_loss,0.8039839405116029,0.04210666061351575,0.2286785388814992
7,200,entropy,0.8038332375376886,0.03764863388417059,0.9070941497539652
8,300,entropy,0.8027820998530069,0.03357741258769388,1.3649378233942493
9,100,entropy,0.8022597019847308,0.04601900451840752,0.45745568439878265
10,100,log_loss,0.8021155861787094,0.0352145817739091,0.46127505138002595
11,100,entropy,0.8014684715265623,0.024308575942931312,0.45231292987691946
12,200,log_loss,0.8001972040407566,0.042519624774431795,0.9265704566034777
13,50,entropy,0.7994250189247221,0.04293028550450869,0.22879489536943107
14,300,log_loss,0.7980425682363248,0.03763439806546738,1.3687326003765237
