,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,entropy,0.8069539218758044,0.03615830570574692,1.3761679632910366
1,50,gini,0.8063729516931855,0.04401427706305674,0.19635570460352406
2,300,log_loss,0.8058928671946433,0.02963814387669629,1.365193802734901
3,100,entropy,0.8051163913630538,0.04488625432401179,0.45264054988992625
4,100,entropy,0.8050743978912368,0.04949698506280472,0.4523968532167632
5,300,gini,0.8049290357636757,0.03259629457310828,1.170899695363538
6,200,gini,0.8046020958905395,0.03873700874034374,0.7809859637556404
7,200,entropy,0.8038974875167246,0.03060217352053822,0.9138233661651611
8,200,log_loss,0.8035230954413726,0.04611543911496539,0.9156323301381079
9,50,entropy,0.8034454380671749,0.04044241023484207,0.22541182616661334
10,50,entropy,0.8028256237878569,0.04290892246270646,0.2307302787386138
11,50,gini,0.801317577660606,0.03972154091242535,0.196910101791908
12,300,entropy,0.8002578043649422,0.036702872436483604,1.36545441068452
13,50,entropy,0.7988738077506459,0.04712001620688005,0.225742035898669
14,50,gini,0.7977154113915405,0.04941306140181627,0.19734295483293204
