,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,entropy,0.8088360545718544,0.05052763452135588,1.3577725311805462
1,200,log_loss,0.8059187028867856,0.043027295686808374,0.9032092669914509
2,200,gini,0.8045495164567723,0.04193830564535659,0.7775517496569403
3,200,entropy,0.8041769533123189,0.03391149566998376,0.9035652177087192
4,100,log_loss,0.8037013321790949,0.0437444406983805,0.45085978507995605
5,300,entropy,0.8027394708307025,0.03936321186699887,1.4020925472522605
6,200,entropy,0.8026720392356232,0.04151910866331404,0.917307631722812
7,100,entropy,0.8023446915360213,0.03394143470403122,0.4565344103451433
8,50,log_loss,0.8019813244465122,0.03614820724227502,0.22494241286968364
9,100,log_loss,0.8013615775647682,0.034049275350058104,0.45404898709264296
10,100,entropy,0.801184016051582,0.04426099000533034,0.45213726471210347
11,300,gini,0.8005449593703515,0.0412634035708246,1.169550106443208
12,300,entropy,0.8002455902237113,0.03939776017790536,1.3610749820183063
13,200,log_loss,0.7996508987991505,0.0392148419956226,0.9125254400845232
14,200,log_loss,0.797612925546021,0.0406819828681234,0.9257703320733432
