,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,entropy,0.612570516405726,0.0901529591526614,0.9578384530955347
1,200,entropy,0.6106155472764738,0.09063072166452464,0.6407423841542211
2,300,entropy,0.6088694402753418,0.11928470101720565,0.9654094432962352
3,300,entropy,0.6085730889899893,0.09905013208196457,0.9411324221512367
4,200,log_loss,0.6074104905593248,0.09288271154349714,0.6382693175611824
5,100,entropy,0.604364779452879,0.10201014430706407,0.3308691402961468
6,200,log_loss,0.6026276642906323,0.09647140159403268,0.624415266102758
7,50,log_loss,0.6019186841394126,0.0985572699035549,0.16358512845532647
8,300,entropy,0.6002042719375261,0.0976292747780799,0.956678374060269
9,300,gini,0.6000801252074384,0.11855422622637185,0.8530645370483398
10,200,entropy,0.5987442058507525,0.08827730469084528,0.6472662892834894
11,200,gini,0.5959803619921059,0.11168400193972987,0.5634371247784845
12,300,entropy,0.595717076730111,0.08249020128862795,0.9564569900775778
13,300,gini,0.5937625033159635,0.10654779186115296,0.8519480146210769
14,100,entropy,0.5798858398619491,0.1190911377698022,0.31914424896240234
