,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,100,entropy,0.8111577722219132,0.045266815703127974,0.4550867985034811
1,300,entropy,0.810577433204056,0.03675002691411636,1.353073210551821
2,200,entropy,0.8080357551608278,0.03329014509820257,0.9025073462519152
3,300,gini,0.8073181397037362,0.042456541006417846,1.168908349398909
4,300,log_loss,0.8071770030130617,0.0482937765888929,1.3608346971972236
5,100,log_loss,0.8071010332165806,0.03462762127276873,0.4516442973038246
6,300,log_loss,0.8065186159551782,0.03673618518202765,1.3559230935984645
7,200,entropy,0.8060507276767057,0.056607847491492294,0.9088128024134142
8,50,log_loss,0.8059351381654452,0.038373108854899425,0.2294451614906048
9,50,entropy,0.8052780936919367,0.03821445578163612,0.2278821139500059
10,300,entropy,0.8048837208840046,0.041270372918043315,1.3577487550932785
11,200,log_loss,0.8047815079694768,0.043770254041600995,0.9093063617574757
12,100,log_loss,0.8029308835779848,0.03966527611848327,0.45585052720431624
13,50,gini,0.799622144562148,0.046599566066515045,0.19421118703381768
14,100,entropy,0.7992144971406565,0.03505641231520005,0.45634268892222435
