,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,log_loss,0.8086053400051462,0.02729367349655995,1.3567345142364502
1,300,gini,0.8084912458687351,0.04003594482344323,1.1730486935582654
2,100,log_loss,0.8073963104958842,0.04357719928410425,0.4562392645868762
3,100,log_loss,0.805230826503872,0.03674119635038593,0.45310942880038557
4,100,log_loss,0.8038689898318807,0.022116875965922968,0.4526385027786781
5,100,log_loss,0.8033013609291214,0.029799029838561763,0.4552803039550781
6,50,gini,0.8025574850772145,0.03553915276017906,0.19426843215679301
7,100,gini,0.8024464949289335,0.035646458052923914,0.38888451148723735
8,300,log_loss,0.8023586624402239,0.03682928966987988,1.3628935156197384
9,50,entropy,0.8021122496450934,0.03811534861803449,0.2334739668615933
10,200,log_loss,0.8017681197276628,0.03652560578617066,0.9161675469628696
11,100,gini,0.8014775008401477,0.03640989550720831,0.39000298236978465
12,50,log_loss,0.79899234927334,0.04233349497351028,0.23109034834236936
13,50,gini,0.7975165256446453,0.03909210601956259,0.19410823131429739
14,50,entropy,0.7918852774676559,0.04132130415030522,0.22471256091676908
