,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,200,gini,0.6046223392567083,0.10517586398633667,0.6199705354098616
1,100,gini,0.6043656307932829,0.09156782548862286,0.30067244069329624
2,200,log_loss,0.6029398314288624,0.10114626850053242,0.7942407624474888
3,100,log_loss,0.6022002116169842,0.119214987693163,0.331207275390625
4,100,log_loss,0.6019132110174674,0.1057116029273549,0.36682429806939487
5,300,gini,0.6007042240991753,0.11383460878862836,0.896489562659428
6,300,entropy,0.5991775011188238,0.08670662977508277,1.210678034815295
7,300,gini,0.5956221295996741,0.11369699416705016,0.9608106202092664
8,200,log_loss,0.5921661807927504,0.0979314593443291,0.7624649590459364
9,300,log_loss,0.5905726075557113,0.12230819953654413,0.994946997741173
10,100,log_loss,0.5892660596065193,0.10879723249661857,0.33788470564217404
11,50,gini,0.586440351578354,0.09527393362413071,0.16167283880299535
12,50,log_loss,0.5848911040200248,0.11015612912220381,0.17718669463848247
13,200,log_loss,0.5825819233658067,0.08696698891313306,0.6844250251506937
14,50,entropy,0.5727442939682573,0.1252463549758242,0.18159073796765557
