,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,100,entropy,0.8069006849265578,0.03328404966500776,0.5411839649595064
1,300,entropy,0.8067693498561194,0.04113619160497252,1.4026502411941002
2,200,entropy,0.8066816307262323,0.040562488397557835,0.9524774058111782
3,300,gini,0.8046016191644004,0.03628509350042595,1.2128590386489342
4,100,log_loss,0.8045153535396636,0.043101229660730385,0.4807495742008604
5,300,log_loss,0.8040798084401615,0.04164306061480102,1.4149912636855553
6,50,gini,0.8037243193014102,0.04286947379574326,0.19705238013431944
7,100,log_loss,0.8036398830421931,0.04186717256723086,0.4743605564380514
8,200,log_loss,0.8032903852692644,0.03824885758873416,0.950873169405707
9,300,log_loss,0.8028004338794761,0.03366293412610428,1.4165304200402622
10,100,log_loss,0.8012036566416969,0.044627938917540785,0.45690707502693967
11,300,log_loss,0.8006123484935455,0.042060391362161574,1.4091810851261533
12,100,entropy,0.799248137465667,0.04898479130423159,0.45622282192624847
13,50,entropy,0.7984990877863267,0.03885434273472385,0.2518529645327864
14,50,log_loss,0.7959508366450608,0.042902715204861726,0.22713813288458462
