,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,100,gini,0.8121910600941484,0.0368486484402155,0.3914670944213867
1,100,entropy,0.8104077049587051,0.03205920711676012,0.4581856069893673
2,300,log_loss,0.8100608308410703,0.037254640801496285,1.3612657990948906
3,200,gini,0.8081395421959362,0.03896550587368601,0.7778247389300116
4,300,log_loss,0.8078778987418209,0.031206529761589625,1.3693505648908944
5,100,entropy,0.8072892444294445,0.035548950766298736,0.4586268951152933
6,200,gini,0.8061155406237888,0.03735582168375239,0.7803514661460087
7,300,log_loss,0.8054474867911274,0.03540122582927384,1.354528024278838
8,300,gini,0.8054399248279225,0.042964294950783084,1.1680985976909768
9,50,entropy,0.8053949064533795,0.04366975741163241,0.2278949967746077
10,100,entropy,0.8053142795183398,0.04902826683620842,0.45263064318689805
11,300,log_loss,0.8048288397096077,0.029848766101187175,1.3541996232394515
12,100,log_loss,0.8038718709479984,0.04210958409543961,0.45106722568643504
13,50,entropy,0.8036577360486391,0.03956018099410784,0.2306715702188426
14,50,entropy,0.8031175274759567,0.03997179975978598,0.2284505531705659
