,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,100,entropy,0.5891130543912398,0.10089519334017662,0.3114283660362507
1,50,gini,0.5830661065764652,0.09364356826561214,0.13834950841706375
2,100,entropy,0.5807233332413844,0.10524011271043665,0.3103541423534525
3,200,gini,0.5802779743158993,0.10195002703931998,0.549929980573983
4,50,gini,0.5796161629418023,0.10887343600215299,0.13967049532923206
5,50,entropy,0.5773486583772635,0.10268616763159975,0.1569580209666285
6,100,entropy,0.5756938509452098,0.10207214451072633,0.31129953779023267
7,50,log_loss,0.5754040311599247,0.09703090594804603,0.16007959431615368
8,50,entropy,0.5753040274800322,0.09681327532230659,0.15611632116909685
9,100,log_loss,0.5735059322661094,0.11659044789609692,0.3163791689379462
10,300,log_loss,0.5730280419692302,0.10105074948954912,0.9338705457490066
11,50,log_loss,0.5724700776637077,0.10922122413833431,0.15509950703588024
12,50,gini,0.5690770409812762,0.12034400012956444,0.14086536703438596
13,50,entropy,0.5671876085502725,0.10342211336362152,0.15572729603997593
14,50,entropy,0.5465728969889958,0.12032238916362849,0.15452579794258908
