,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,100,entropy,0.8112850060361183,0.03511979635760565,0.451891775788932
1,100,entropy,0.8083395158242235,0.03117402989280986,0.44851924633157664
2,200,gini,0.8079937546488504,0.0352224671737825,0.7771115714106066
3,100,log_loss,0.8077307696156942,0.03910094707482455,0.45703490027065935
4,300,gini,0.8069671247819624,0.042587687128176954,1.1662274969035182
5,100,log_loss,0.8069393116203165,0.03678939450280589,0.4528241404171648
6,200,log_loss,0.8063948128727623,0.030650066093403382,0.9021755744671
7,50,log_loss,0.8045653626043634,0.03118684970253544,0.2274752896407555
8,200,log_loss,0.8040343634108305,0.045561308527786545,0.9087529593500597
9,300,gini,0.8039121231589502,0.03686330254503673,1.1652474403381348
10,100,log_loss,0.8032873761656423,0.03642695230886911,0.4502209383865883
11,50,entropy,0.802015286159997,0.029080330649943115,0.223908465484093
12,200,entropy,0.8009978705422678,0.039310679395401955,0.9140940863510658
13,50,gini,0.7976731689124206,0.025978673522171945,0.1970810396917935
14,50,entropy,0.7966517051301226,0.03757811943484507,0.22933251282264447
