,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,entropy,0.5956869179905318,0.10786281117352524,0.9571456251473263
1,200,entropy,0.5933485391286111,0.09523594757700947,0.6264954846480797
2,100,log_loss,0.5929075268078903,0.08967810951637016,0.31315219813379747
3,100,gini,0.590382008528265,0.11204096805159211,0.27733012725566997
4,300,log_loss,0.5886858748434646,0.08427944796665018,0.9635429300110916
5,300,log_loss,0.5877422596058016,0.10137309841526136,0.949856001755287
6,50,log_loss,0.5869529233856908,0.10625162513950671,0.15933119839635387
7,200,gini,0.5868030378095253,0.08844654141458472,0.5708336090219432
8,300,entropy,0.583332772471255,0.10548479780228952,0.9610874406222639
9,100,log_loss,0.5826975425373379,0.11818515209940372,0.3169989092596646
10,100,entropy,0.5816731885506129,0.13324216613770537,0.326730752813405
11,200,entropy,0.5811123334628764,0.09710949186176739,0.6433017911582157
12,300,log_loss,0.579459652391713,0.10831679913301753,0.9494201972566801
13,300,log_loss,0.5735853078666211,0.13587500218676354,0.9541046701628586
14,50,log_loss,0.5691890684885653,0.08718159006092727,0.16912572959373737
