,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,log_loss,0.6124222806663744,0.09717053421646409,0.9325991334586308
1,300,gini,0.6079733682572768,0.1302831219784231,0.8524035831977581
2,300,entropy,0.6050537217681862,0.11899621317491114,0.9337989544046337
3,200,log_loss,0.6044238087253477,0.09003106400561982,0.6220990542707772
4,100,entropy,0.6041405499769049,0.09050480051726828,0.3065094454535123
5,50,entropy,0.6035856017710903,0.11645604709939031,0.15567568252826558
6,300,log_loss,0.6029785955878886,0.07183317164970128,0.9450647008830103
7,200,entropy,0.6028428515517891,0.12330572615567842,0.6230472038532126
8,200,entropy,0.6019348153622653,0.09657999880423136,0.6187460751369082
9,200,entropy,0.5995389414702137,0.0890755163378641,0.6171255687187458
10,100,entropy,0.5983117484092738,0.08873712005963046,0.31788930399664517
11,300,entropy,0.5978498393926621,0.09957183728239526,0.9592062358198494
12,300,log_loss,0.593496047931392,0.0986154847628781,0.9309969359430773
13,50,gini,0.5865049763815119,0.10969821757752668,0.137796714388091
14,50,gini,0.5745657750194223,0.13365232886320452,0.13693805398612185
