,n_estimators,criterion,f1_mean_score,f1_std_score,mean_time
0,300,gini,0.6149375789205691,0.08573619165343416,0.9533705382511534
1,300,entropy,0.611346412073659,0.08559032723497813,0.9675330704656141
2,300,log_loss,0.6087831834804308,0.09547952074762371,0.9802135927923794
3,100,entropy,0.6047588390734688,0.08635273408744898,0.3791059132280021
4,300,entropy,0.6022857896181383,0.0958160358613721,0.9532864093780518
5,100,entropy,0.6019517849342069,0.10511203931097539,0.31886642554710654
6,300,log_loss,0.5993728968626577,0.10752475216635497,0.982440027697333
7,100,log_loss,0.5986217518452269,0.1091438546588237,0.34759138370382375
8,300,gini,0.5967030318360936,0.11741379613964473,0.8677921295166016
9,200,log_loss,0.5925974614151662,0.1148025234193551,0.7369656069525357
10,100,gini,0.58815198529894,0.10075835954729506,0.28105374862407817
11,50,log_loss,0.5874320796739845,0.14433983322169644,0.16151123211301607
12,200,entropy,0.5812738115847356,0.10640079315982665,0.7281116781563595
13,100,log_loss,0.5751245830382887,0.09702918843338341,0.3183873850723793
14,50,entropy,0.5748191142569602,0.15615614028312227,0.16092986073987237
